MenuID,RestaurantID,ItemName,Description,Price,Category,Availability,ItemType,CreatedDate,ModifiedDate
4513,363,Pakora,Classic Pakora with a twist.,341,Snacks,True,Veg,2023-11-15 15:59:26,2024-01-29 10:47:18
4514,363,Vada Pav,Delicious and authentic Vada Pav.,65,Snacks,True,Veg,2022-12-01 20:36:53,2023-01-07 04:15:05
4515,363,Sandesh,Traditional Indian Sandesh with rich flavors.,271,Desserts,True,Veg,2023-04-03 20:52:48,2024-10-27 02:20:22
4516,363,Coconut Water,A must-try Coconut Water from India.,156,Beverages,True,Veg,2023-10-03 12:56:24,2025-02-23 15:30:44
4517,363,Peda,Traditional Indian Peda with rich flavors.,124,Desserts,True,Veg,2022-11-18 08:16:41,2024-08-04 20:48:30
4518,363,Malai Kofta,Delicious and authentic Malai Kofta.,283,Main Course,True,Veg,2023-04-09 01:13:52,2025-01-11 19:58:16
4519,363,Palak Paneer,A must-try Palak Paneer from India.,118,Main Course,True,Veg,2023-11-08 05:54:14,2025-02-01 11:21:31
4520,364,Gajar Halwa,Traditional Indian Gajar Halwa with rich flavors.,63,Desserts,True,Veg,2023-10-23 23:30:07,2024-03-16 16:01:39
4521,364,Gulab Jamun,A must-try Gulab Jamun from India.,61,Desserts,True,Veg,2023-05-16 09:47:36,2024-10-19 03:24:37
4522,364,Paneer Tikka,Traditional Indian Paneer Tikka with rich flavors.,489,Appetizers,True,Veg,2023-06-01 21:21:35,2024-11-27 20:54:43
4523,364,Rasgulla,A popular Indian dish.,52,Desserts,True,Veg,2023-03-01 22:04:52,2023-05-25 08:51:01
4524,364,Thandai,A must-try Thandai from India.,490,Beverages,True,Veg,2023-04-03 05:04:48,2024-03-04 09:21:08
4525,364,Biryani,Delicious and authentic Biryani.,453,Main Course,True,Non-Veg,2022-09-24 01:36:42,2022-11-09 19:11:31
4526,364,Sev Puri,Delicious and authentic Sev Puri.,498,Snacks,True,Veg,2024-02-12 05:17:37,2024-11-25 22:21:11
4527,364,Samosa,A must-try Samosa from India.,259,Appetizers,True,Veg,2023-01-24 03:05:51,2024-11-10 12:51:44
4528,364,Aloo Chaat,Delicious and authentic Aloo Chaat.,394,Snacks,True,Veg,2022-09-11 15:14:58,2024-08-04 23:50:48
4529,364,Mysore Pak,A popular Indian dish.,324,Desserts,True,Veg,2023-01-30 10:08:15,2023-11-29 20:59:37
4530,364,Butter Chicken,A must-try Butter Chicken from India.,258,Main Course,True,Non-Veg,2023-07-10 17:19:38,2023-12-13 06:10:29
4531,364,Chole Bhature,Classic Chole Bhature with a twist.,418,Main Course,True,Veg,2022-07-29 19:46:07,2024-03-12 18:25:34
4532,364,Spring Rolls,A popular Indian dish.,121,Appetizers,True,Veg,2022-03-07 17:48:24,2024-09-26 12:11:36
4533,364,Dal Makhani,Classic Dal Makhani with a twist.,125,Main Course,True,Veg,2024-01-19 23:49:23,2024-07-11 18:06:04
4534,364,Mutton Curry,A popular Indian dish.,195,Main Course,True,Non-Veg,2022-09-06 06:20:06,2024-12-09 22:01:02
4535,365,Pakora,A must-try Pakora from India.,217,Snacks,True,Veg,2023-02-13 01:51:03,2024-01-06 03:53:25
4536,365,Mutton Curry,A popular Indian dish.,233,Main Course,True,Non-Veg,2023-12-19 17:10:51,2024-07-05 19:37:28
4537,365,Aloo Chaat,Classic Aloo Chaat with a twist.,202,Snacks,True,Veg,2023-09-17 14:43:15,2024-04-21 19:47:52
4538,365,Samosa,Traditional Indian Samosa with rich flavors.,97,Appetizers,True,Veg,2023-11-12 03:17:37,2024-08-09 23:49:45
4539,365,Chicken Wings,Traditional Indian Chicken Wings with rich flavors.,281,Appetizers,True,Non-Veg,2023-09-12 14:16:21,2024-02-08 18:37:47
4540,365,Bhel Puri,A popular Indian dish.,240,Snacks,True,Veg,2022-05-21 06:38:52,2024-08-02 10:14:24
4541,365,Paneer Tikka,A popular Indian dish.,227,Appetizers,True,Veg,2022-10-28 04:08:44,2025-02-05 23:08:01
4542,365,Spring Rolls,A popular Indian dish.,213,Appetizers,True,Veg,2023-05-07 04:56:56,2024-09-25 04:19:47
4543,365,Nimbu Pani,A popular Indian dish.,442,Beverages,True,Veg,2023-07-16 10:34:51,2024-04-16 21:29:07
4544,365,Pani Puri,Delicious and authentic Pani Puri.,455,Snacks,True,Veg,2023-06-29 08:34:49,2023-07-15 20:46:58
4545,366,Rasgulla,Traditional Indian Rasgulla with rich flavors.,300,Desserts,True,Veg,2023-01-08 21:57:16,2023-01-17 22:52:44
4546,366,Pav Bhaji,Classic Pav Bhaji with a twist.,438,Snacks,True,Veg,2023-01-06 17:02:51,2023-03-10 21:05:04
4547,366,Thandai,A popular Indian dish.,64,Beverages,True,Veg,2023-01-19 20:02:53,2023-11-03 11:50:38
4548,366,Mutton Curry,Delicious and authentic Mutton Curry.,485,Main Course,True,Non-Veg,2023-08-30 00:06:49,2024-06-19 15:47:58
4549,366,Samosa,Traditional Indian Samosa with rich flavors.,102,Appetizers,True,Veg,2023-09-24 17:04:52,2024-12-01 22:36:33
4550,366,Pakora,Traditional Indian Pakora with rich flavors.,174,Snacks,True,Veg,2023-01-09 23:24:53,2024-07-09 21:54:22
4551,366,Sandesh,Traditional Indian Sandesh with rich flavors.,496,Desserts,True,Veg,2022-05-15 10:26:47,2024-11-07 11:46:27
4552,366,Paneer Butter Masala,Traditional Indian Paneer Butter Masala with rich flavors.,197,Main Course,True,Veg,2022-10-23 08:43:28,2024-12-17 12:00:06
4553,366,Aam Panna,A must-try Aam Panna from India.,197,Beverages,True,Veg,2023-08-10 05:08:32,2025-02-26 01:22:00
4554,366,Butter Chicken,A popular Indian dish.,93,Main Course,True,Non-Veg,2023-07-05 18:49:41,2024-05-29 15:38:10
4555,366,Dabeli,Classic Dabeli with a twist.,164,Snacks,True,Veg,2023-08-28 13:21:40,2023-11-14 06:57:54
4556,366,Hara Bhara Kebab,A popular Indian dish.,437,Appetizers,True,Veg,2022-08-06 21:35:32,2023-04-30 11:09:56
4557,366,Mysore Pak,Classic Mysore Pak with a twist.,378,Desserts,True,Veg,2023-07-26 05:47:15,2023-12-02 21:14:24
4558,367,Aloo Tikki,A must-try Aloo Tikki from India.,335,Appetizers,True,Veg,2023-05-28 09:18:50,2024-03-21 01:23:53
4559,367,Bhel Puri,A popular Indian dish.,99,Snacks,True,Veg,2022-07-28 22:45:27,2023-02-25 09:35:13
4560,367,Fish Curry,A must-try Fish Curry from India.,178,Main Course,True,Non-Veg,2022-10-03 09:27:04,2023-10-10 15:31:15
4561,367,Palak Paneer,Classic Palak Paneer with a twist.,344,Main Course,True,Veg,2024-02-17 00:02:02,2024-10-25 02:25:19
4562,367,Spring Rolls,Traditional Indian Spring Rolls with rich flavors.,332,Appetizers,True,Veg,2022-08-06 01:57:46,2022-08-14 14:35:36
4563,367,Ras Malai,A must-try Ras Malai from India.,451,Desserts,True,Veg,2023-06-29 17:36:06,2024-08-15 20:41:48
4564,367,Sandesh,Classic Sandesh with a twist.,206,Desserts,True,Veg,2022-11-11 16:17:34,2023-10-20 23:04:58
4565,367,Chicken Wings,Traditional Indian Chicken Wings with rich flavors.,145,Appetizers,True,Non-Veg,2023-03-26 11:10:05,2023-07-21 03:44:35
4566,367,Pav Bhaji,A must-try Pav Bhaji from India.,358,Snacks,True,Veg,2022-08-05 16:33:44,2023-09-27 08:20:20
4567,367,Falooda,Delicious and authentic Falooda.,403,Beverages,True,Veg,2023-05-09 16:05:32,2023-12-05 10:19:54
4568,367,Kheer,Classic Kheer with a twist.,361,Desserts,True,Veg,2022-11-22 06:22:22,2023-06-03 20:39:57
4569,367,Kachori,Delicious and authentic Kachori.,243,Snacks,True,Veg,2022-06-30 13:38:02,2023-07-13 00:17:09
4570,367,Samosa,A must-try Samosa from India.,219,Appetizers,True,Veg,2023-03-19 23:48:17,2023-06-25 01:34:44
4571,367,Buttermilk,A popular Indian dish.,169,Beverages,True,Veg,2023-03-14 22:06:29,2024-06-18 14:59:22
4572,367,Fruit Juice,Traditional Indian Fruit Juice with rich flavors.,277,Beverages,True,Veg,2022-06-19 09:54:31,2024-01-27 10:23:40
4573,368,Hara Bhara Kebab,Traditional Indian Hara Bhara Kebab with rich flavors.,123,Appetizers,True,Veg,2023-09-13 01:41:55,2024-11-19 13:16:16
4574,368,Aam Panna,Delicious and authentic Aam Panna.,164,Beverages,True,Veg,2022-10-21 07:45:48,2023-07-22 05:23:55
4575,368,Thandai,Delicious and authentic Thandai.,203,Beverages,True,Veg,2022-10-02 21:08:42,2022-11-07 15:11:01
4576,368,Dabeli,Delicious and authentic Dabeli.,121,Snacks,True,Veg,2022-11-05 14:53:27,2024-12-14 11:24:45
4577,368,Jalebi,Delicious and authentic Jalebi.,312,Desserts,True,Veg,2023-08-31 12:37:41,2024-07-25 08:06:16
4578,368,Mysore Pak,A must-try Mysore Pak from India.,365,Desserts,True,Veg,2023-07-02 16:53:59,2023-11-10 21:36:25
4579,368,Pani Puri,Classic Pani Puri with a twist.,484,Snacks,True,Veg,2023-01-05 15:29:10,2024-08-04 00:15:06
4580,368,Fruit Juice,Traditional Indian Fruit Juice with rich flavors.,204,Beverages,True,Veg,2022-09-24 19:54:56,2025-01-20 07:26:38
4581,368,Buttermilk,A popular Indian dish.,215,Beverages,True,Veg,2022-09-25 19:14:43,2022-11-25 19:11:17
4582,368,Chicken Wings,Traditional Indian Chicken Wings with rich flavors.,395,Appetizers,True,Non-Veg,2023-07-16 19:27:45,2024-10-04 10:53:03
4583,369,Dal Makhani,Traditional Indian Dal Makhani with rich flavors.,139,Main Course,True,Veg,2023-05-07 10:55:15,2024-06-03 15:54:29
4584,369,Biryani,Classic Biryani with a twist.,52,Main Course,True,Non-Veg,2022-11-08 20:28:51,2024-07-25 05:09:28
4585,369,Fish Fry,Delicious and authentic Fish Fry.,282,Appetizers,True,Non-Veg,2022-11-04 00:52:11,2023-10-05 04:46:24
4586,369,Paneer Butter Masala,Traditional Indian Paneer Butter Masala with rich flavors.,225,Main Course,True,Veg,2023-03-23 07:13:25,2024-03-30 11:56:36
4587,369,Palak Paneer,Classic Palak Paneer with a twist.,105,Main Course,True,Veg,2022-08-23 09:24:39,2023-05-17 20:00:51
4588,369,Peda,Traditional Indian Peda with rich flavors.,211,Desserts,True,Veg,2023-01-08 23:30:27,2024-02-08 01:01:13
4589,369,Fruit Juice,Classic Fruit Juice with a twist.,64,Beverages,True,Veg,2023-05-14 10:54:36,2025-02-10 19:47:29
4590,369,Nimbu Pani,A must-try Nimbu Pani from India.,338,Beverages,True,Veg,2023-01-10 23:21:57,2024-03-12 11:47:00
4591,369,Masala Chai,A popular Indian dish.,192,Beverages,True,Veg,2023-07-24 17:47:10,2025-02-05 09:59:04
4592,369,Rogan Josh,A must-try Rogan Josh from India.,81,Main Course,True,Non-Veg,2022-08-16 20:24:01,2024-02-01 09:05:37
4593,369,Chole Bhature,A popular Indian dish.,386,Main Course,True,Veg,2023-02-23 03:55:19,2024-11-05 03:03:54
4594,370,Dhokla,Classic Dhokla with a twist.,199,Snacks,True,Veg,2023-03-07 13:02:08,2024-06-05 08:35:57
4595,370,Kheer,A popular Indian dish.,484,Desserts,True,Veg,2022-08-17 23:12:37,2024-08-04 11:59:14
4596,370,Spring Rolls,Classic Spring Rolls with a twist.,464,Appetizers,True,Veg,2022-07-16 08:47:21,2023-05-05 22:24:41
4597,370,Mutton Curry,A must-try Mutton Curry from India.,165,Main Course,True,Non-Veg,2024-01-28 00:00:24,2025-01-22 10:37:14
4598,370,Fish Fry,Delicious and authentic Fish Fry.,474,Appetizers,True,Non-Veg,2022-09-08 20:09:35,2024-07-06 23:28:03
4599,370,Fish Curry,A must-try Fish Curry from India.,250,Main Course,True,Non-Veg,2022-11-30 21:19:26,2023-06-20 11:29:57
4600,370,Paneer Butter Masala,A must-try Paneer Butter Masala from India.,130,Main Course,True,Veg,2023-10-06 21:50:47,2024-04-12 20:24:56
4601,370,Seekh Kebab,Traditional Indian Seekh Kebab with rich flavors.,130,Appetizers,True,Non-Veg,2022-07-01 11:30:33,2024-12-18 21:08:58
4602,370,Pani Puri,A popular Indian dish.,63,Snacks,True,Veg,2022-12-27 06:13:51,2023-01-01 09:34:35
4603,370,Rasgulla,A must-try Rasgulla from India.,287,Desserts,True,Veg,2023-02-09 07:57:57,2024-07-21 01:10:15
4604,370,Bhel Puri,Traditional Indian Bhel Puri with rich flavors.,400,Snacks,True,Veg,2024-01-20 06:36:00,2024-12-07 20:43:56
4605,371,Pani Puri,A must-try Pani Puri from India.,245,Snacks,True,Veg,2022-10-23 08:59:41,2022-12-29 22:22:58
4606,371,Vada Pav,A must-try Vada Pav from India.,489,Snacks,True,Veg,2023-01-27 22:14:00,2023-09-12 12:36:46
4607,371,Hara Bhara Kebab,A popular Indian dish.,114,Appetizers,True,Veg,2023-10-26 14:51:16,2024-07-29 05:01:50
4608,371,Gulab Jamun,A popular Indian dish.,112,Desserts,True,Veg,2023-04-04 06:13:32,2024-05-05 10:50:34
4609,371,Fish Curry,A popular Indian dish.,306,Main Course,True,Non-Veg,2023-12-08 01:37:50,2024-12-30 23:33:32
4610,371,Fish Fry,Classic Fish Fry with a twist.,449,Appetizers,True,Non-Veg,2023-10-17 23:18:24,2024-12-11 00:04:19
4611,371,Kheer,A popular Indian dish.,73,Desserts,True,Veg,2022-04-06 00:13:52,2022-04-28 21:14:08
4612,371,Lassi,Classic Lassi with a twist.,74,Beverages,True,Veg,2024-01-23 20:23:15,2024-09-19 03:16:16
4613,371,Prawn Skewers,A popular Indian dish.,379,Appetizers,True,Non-Veg,2022-11-20 02:42:36,2024-12-17 16:11:02
4614,371,Chole Bhature,Traditional Indian Chole Bhature with rich flavors.,366,Main Course,True,Veg,2023-11-28 19:03:43,2025-01-12 00:09:38
4615,371,Malai Kofta,Classic Malai Kofta with a twist.,299,Main Course,True,Veg,2022-08-03 08:24:06,2024-01-22 21:13:43
4616,372,Pav Bhaji,Delicious and authentic Pav Bhaji.,79,Snacks,True,Veg,2022-10-03 19:38:38,2024-09-13 09:33:35
4617,372,Chicken Tikka,Classic Chicken Tikka with a twist.,381,Appetizers,True,Non-Veg,2024-01-08 20:30:47,2024-11-23 20:42:47
4618,372,Gajar Halwa,Delicious and authentic Gajar Halwa.,242,Desserts,True,Veg,2023-10-23 01:57:27,2023-12-28 10:37:09
4619,372,Dal Makhani,Traditional Indian Dal Makhani with rich flavors.,242,Main Course,True,Veg,2023-10-09 20:54:29,2024-02-29 03:40:03
4620,372,Mysore Pak,Delicious and authentic Mysore Pak.,313,Desserts,True,Veg,2023-02-21 04:11:54,2025-01-09 19:59:01
4621,372,Ras Malai,Classic Ras Malai with a twist.,208,Desserts,True,Veg,2023-02-02 03:39:02,2024-01-26 22:09:53
4622,372,Seekh Kebab,Classic Seekh Kebab with a twist.,368,Appetizers,True,Non-Veg,2023-06-02 05:41:00,2023-12-17 10:03:51
4623,372,Chole Bhature,Delicious and authentic Chole Bhature.,196,Main Course,True,Veg,2023-03-04 09:15:40,2023-07-13 01:18:05
4624,372,Jalebi,A popular Indian dish.,430,Desserts,True,Veg,2023-04-10 20:57:11,2024-05-13 14:23:57
4625,372,Paneer Butter Masala,A must-try Paneer Butter Masala from India.,383,Main Course,True,Veg,2022-11-30 10:25:37,2023-12-13 11:30:28
4626,373,Buttermilk,Classic Buttermilk with a twist.,443,Beverages,True,Veg,2022-12-19 21:29:20,2023-05-26 08:18:40
4627,373,Fish Fry,Traditional Indian Fish Fry with rich flavors.,242,Appetizers,True,Non-Veg,2022-09-18 16:00:22,2024-03-18 01:34:02
4628,373,Mysore Pak,Traditional Indian Mysore Pak with rich flavors.,478,Desserts,True,Veg,2023-10-02 14:19:35,2024-05-23 17:31:40
4629,373,Malai Kofta,Delicious and authentic Malai Kofta.,450,Main Course,True,Veg,2023-05-06 03:15:10,2025-01-16 22:16:11
4630,373,Prawn Skewers,Traditional Indian Prawn Skewers with rich flavors.,437,Appetizers,True,Non-Veg,2023-05-05 16:01:14,2024-11-14 13:59:34
4631,373,Jalebi,Classic Jalebi with a twist.,408,Desserts,True,Veg,2022-11-24 04:14:24,2024-09-05 06:23:10
4632,373,Paneer Tikka,A must-try Paneer Tikka from India.,305,Appetizers,True,Veg,2022-06-01 02:00:36,2024-06-28 00:26:55
4633,373,Aam Panna,A must-try Aam Panna from India.,224,Beverages,True,Veg,2023-12-18 05:37:07,2024-12-28 07:14:27
4634,373,Spring Rolls,A popular Indian dish.,387,Appetizers,True,Veg,2022-10-12 14:30:05,2022-10-27 06:00:07
4635,373,Lassi,A popular Indian dish.,63,Beverages,True,Veg,2023-03-25 21:55:09,2024-03-20 11:44:28
4636,373,Pani Puri,Classic Pani Puri with a twist.,94,Snacks,True,Veg,2024-02-01 10:32:47,2024-09-12 12:08:46
4637,373,Peda,Delicious and authentic Peda.,258,Desserts,True,Veg,2022-04-10 05:27:55,2023-03-20 23:48:23
4638,373,Samosa,A popular Indian dish.,117,Appetizers,True,Veg,2023-04-15 20:23:33,2025-02-23 21:35:08
4639,373,Paneer Butter Masala,Delicious and authentic Paneer Butter Masala.,250,Main Course,True,Veg,2022-10-07 01:24:20,2024-11-24 14:19:25
4640,373,Thandai,A must-try Thandai from India.,62,Beverages,True,Veg,2022-04-05 23:38:17,2022-08-27 11:01:09
4641,374,Aam Panna,A popular Indian dish.,221,Beverages,True,Veg,2023-09-27 18:48:59,2024-06-02 02:06:53
4642,374,Dal Makhani,A popular Indian dish.,151,Main Course,True,Veg,2023-08-14 18:08:19,2024-07-28 21:53:00
4643,374,Lassi,Classic Lassi with a twist.,232,Beverages,True,Veg,2023-09-05 10:39:28,2023-09-12 03:19:53
4644,374,Pani Puri,Delicious and authentic Pani Puri.,494,Snacks,True,Veg,2023-03-03 16:05:04,2023-07-04 15:02:17
4645,374,Palak Paneer,Classic Palak Paneer with a twist.,418,Main Course,True,Veg,2023-06-09 10:41:53,2023-07-06 11:20:15
4646,374,Peda,Traditional Indian Peda with rich flavors.,262,Desserts,True,Veg,2023-09-16 01:57:17,2024-03-29 00:53:10
4647,374,Malai Kofta,Delicious and authentic Malai Kofta.,92,Main Course,True,Veg,2022-09-21 03:09:58,2022-12-06 06:39:29
4648,374,Kheer,Classic Kheer with a twist.,209,Desserts,True,Veg,2022-04-18 03:58:11,2024-03-01 03:09:25
4649,374,Butter Chicken,Delicious and authentic Butter Chicken.,64,Main Course,True,Non-Veg,2023-08-16 12:36:29,2024-05-13 22:36:19
4650,374,Rogan Josh,A popular Indian dish.,341,Main Course,True,Non-Veg,2023-01-14 05:57:59,2024-09-22 18:24:26
4651,374,Aloo Chaat,A popular Indian dish.,497,Snacks,True,Veg,2023-08-08 06:04:11,2024-06-13 06:57:49
4652,374,Paneer Butter Masala,A popular Indian dish.,123,Main Course,True,Veg,2023-02-24 15:58:31,2024-05-04 13:02:10
4653,374,Gajar Halwa,Traditional Indian Gajar Halwa with rich flavors.,356,Desserts,True,Veg,2022-11-12 18:17:59,2024-12-08 17:25:04
4654,375,Kachori,A must-try Kachori from India.,363,Snacks,True,Veg,2022-10-13 13:49:05,2023-11-28 22:20:10
4655,375,Dal Makhani,A must-try Dal Makhani from India.,436,Main Course,True,Veg,2023-09-23 13:53:56,2024-11-16 23:25:49
4656,375,Pakora,Delicious and authentic Pakora.,301,Snacks,True,Veg,2023-09-05 19:34:50,2025-02-05 07:33:57
4657,375,Vada Pav,A must-try Vada Pav from India.,261,Snacks,True,Veg,2023-09-10 08:49:30,2024-10-05 11:14:04
4658,375,Sandesh,Delicious and authentic Sandesh.,224,Desserts,True,Veg,2022-03-18 20:00:38,2023-09-20 05:27:58
4659,375,Mutton Curry,A popular Indian dish.,71,Main Course,True,Non-Veg,2023-06-01 15:29:21,2023-09-11 13:13:53
4660,375,Paneer Tikka,Traditional Indian Paneer Tikka with rich flavors.,391,Appetizers,True,Veg,2023-09-02 06:40:19,2025-01-13 17:15:57
4661,375,Hara Bhara Kebab,Traditional Indian Hara Bhara Kebab with rich flavors.,133,Appetizers,True,Veg,2022-11-15 04:26:41,2022-12-10 16:25:25
4662,375,Aam Panna,Traditional Indian Aam Panna with rich flavors.,144,Beverages,True,Veg,2024-01-29 17:06:29,2024-05-26 23:42:42
4663,375,Buttermilk,A popular Indian dish.,496,Beverages,True,Veg,2023-09-12 20:43:49,2024-05-10 23:06:49
4664,375,Rasgulla,A popular Indian dish.,299,Desserts,True,Veg,2022-08-30 21:02:09,2024-01-02 17:11:30
4665,375,Biryani,Traditional Indian Biryani with rich flavors.,226,Main Course,True,Non-Veg,2023-10-03 09:58:39,2025-01-26 04:37:51
4666,375,Chole Bhature,A must-try Chole Bhature from India.,477,Main Course,True,Veg,2023-06-08 23:43:43,2024-07-20 18:49:07
4667,375,Gajar Halwa,Traditional Indian Gajar Halwa with rich flavors.,434,Desserts,True,Veg,2022-10-29 16:36:13,2022-11-29 11:15:25
4668,375,Falooda,A must-try Falooda from India.,260,Beverages,True,Veg,2023-10-04 16:00:39,2024-04-02 04:06:43
4669,376,Sev Puri,Classic Sev Puri with a twist.,200,Snacks,True,Veg,2023-10-23 17:21:41,2024-08-15 16:30:05
4670,376,Kachori,A popular Indian dish.,134,Snacks,True,Veg,2022-04-08 09:03:52,2023-02-01 19:35:58
4671,376,Sandesh,Traditional Indian Sandesh with rich flavors.,412,Desserts,True,Veg,2023-07-08 00:49:06,2024-06-21 07:34:23
4672,376,Rasgulla,Delicious and authentic Rasgulla.,207,Desserts,True,Veg,2022-04-18 21:11:14,2023-06-29 08:22:26
4673,376,Nimbu Pani,Traditional Indian Nimbu Pani with rich flavors.,52,Beverages,True,Veg,2022-06-12 03:44:46,2023-08-25 23:03:02
4674,376,Falooda,A popular Indian dish.,340,Beverages,True,Veg,2022-08-15 11:15:22,2023-03-04 07:19:07
4675,376,Coconut Water,A must-try Coconut Water from India.,323,Beverages,True,Veg,2022-03-05 06:20:22,2024-01-28 16:31:16
4676,376,Kheer,Delicious and authentic Kheer.,493,Desserts,True,Veg,2022-12-24 20:47:59,2023-01-27 04:20:58
4677,376,Buttermilk,A must-try Buttermilk from India.,414,Beverages,True,Veg,2023-11-08 15:34:25,2024-08-21 21:21:59
4678,376,Cold Coffee,Traditional Indian Cold Coffee with rich flavors.,409,Beverages,True,Veg,2022-06-06 00:33:32,2023-08-08 09:38:01
4679,376,Prawn Skewers,A must-try Prawn Skewers from India.,349,Appetizers,True,Non-Veg,2024-01-01 12:05:28,2024-07-02 17:50:15
4680,376,Biryani,Traditional Indian Biryani with rich flavors.,493,Main Course,True,Non-Veg,2023-10-29 16:30:15,2024-04-12 00:34:50
4681,377,Chicken Tikka,Classic Chicken Tikka with a twist.,106,Appetizers,True,Non-Veg,2022-06-24 02:16:34,2023-05-14 00:37:03
4682,377,Gajar Halwa,Traditional Indian Gajar Halwa with rich flavors.,52,Desserts,True,Veg,2023-02-01 12:28:45,2023-09-04 00:34:38
4683,377,Dal Makhani,A popular Indian dish.,199,Main Course,True,Veg,2022-06-15 12:56:35,2025-02-26 14:56:38
4684,377,Buttermilk,Classic Buttermilk with a twist.,488,Beverages,True,Veg,2022-09-17 03:11:48,2024-01-06 00:23:19
4685,377,Fish Fry,Traditional Indian Fish Fry with rich flavors.,302,Appetizers,True,Non-Veg,2022-10-03 09:38:37,2024-07-24 07:02:52
4686,377,Sev Puri,A popular Indian dish.,241,Snacks,True,Veg,2022-07-17 11:24:10,2024-07-07 01:45:36
4687,377,Chicken Wings,Traditional Indian Chicken Wings with rich flavors.,407,Appetizers,True,Non-Veg,2023-06-09 05:28:33,2024-02-05 18:53:29
4688,377,Seekh Kebab,Delicious and authentic Seekh Kebab.,154,Appetizers,True,Non-Veg,2023-07-08 03:46:17,2024-07-11 10:21:32
4689,377,Fish Curry,Classic Fish Curry with a twist.,118,Main Course,True,Non-Veg,2023-11-01 16:31:19,2024-06-10 05:24:17
4690,377,Aloo Tikki,A popular Indian dish.,277,Appetizers,True,Veg,2023-01-10 23:37:20,2023-10-07 03:26:20
4691,377,Butter Chicken,Classic Butter Chicken with a twist.,407,Main Course,True,Non-Veg,2024-02-06 06:14:27,2024-04-26 16:56:21
4692,378,Ras Malai,Delicious and authentic Ras Malai.,417,Desserts,True,Veg,2023-07-16 03:41:59,2024-03-13 18:53:02
4693,378,Buttermilk,A must-try Buttermilk from India.,442,Beverages,True,Veg,2023-02-04 11:21:55,2024-05-01 13:13:14
4694,378,Masala Chai,A must-try Masala Chai from India.,150,Beverages,True,Veg,2023-01-29 07:43:59,2024-03-18 05:51:53
4695,378,Cold Coffee,A popular Indian dish.,484,Beverages,True,Veg,2023-04-01 03:28:14,2025-02-23 15:21:22
4696,378,Kachori,A popular Indian dish.,52,Snacks,True,Veg,2022-07-24 01:22:11,2024-11-01 06:31:46
4697,378,Paneer Tikka,A popular Indian dish.,456,Appetizers,True,Veg,2022-03-25 17:55:02,2022-06-23 01:35:15
4698,378,Butter Chicken,Delicious and authentic Butter Chicken.,418,Main Course,True,Non-Veg,2023-09-15 09:32:15,2023-11-28 09:43:55
4699,378,Pakora,Classic Pakora with a twist.,187,Snacks,True,Veg,2023-10-27 22:29:21,2023-12-14 20:51:13
4700,378,Palak Paneer,Traditional Indian Palak Paneer with rich flavors.,445,Main Course,True,Veg,2024-01-02 21:30:47,2024-05-30 02:29:34
4701,378,Vada Pav,A popular Indian dish.,435,Snacks,True,Veg,2023-04-14 09:47:29,2023-10-06 05:51:27
4702,378,Malai Kofta,Classic Malai Kofta with a twist.,245,Main Course,True,Veg,2024-01-21 14:03:05,2025-02-26 21:38:22
4703,378,Chicken Wings,A popular Indian dish.,403,Appetizers,True,Non-Veg,2022-03-12 22:31:45,2024-09-15 12:21:35
4704,378,Aloo Chaat,A must-try Aloo Chaat from India.,305,Snacks,True,Veg,2022-05-06 15:54:53,2024-05-11 04:16:33
4705,378,Aloo Tikki,A must-try Aloo Tikki from India.,54,Appetizers,True,Veg,2023-06-08 09:08:14,2024-08-28 10:37:11
4706,378,Kulfi,Classic Kulfi with a twist.,196,Desserts,True,Veg,2022-06-07 22:32:33,2023-01-10 12:36:51
4707,379,Pani Puri,Delicious and authentic Pani Puri.,337,Snacks,True,Veg,2022-08-27 02:14:10,2024-08-06 21:26:43
4708,379,Gajar Halwa,Traditional Indian Gajar Halwa with rich flavors.,340,Desserts,True,Veg,2022-06-30 00:05:44,2025-02-21 11:01:55
4709,379,Paneer Tikka,A popular Indian dish.,124,Appetizers,True,Veg,2023-06-17 13:57:27,2023-11-26 10:39:55
4710,379,Sandesh,Traditional Indian Sandesh with rich flavors.,440,Desserts,True,Veg,2022-04-12 07:09:02,2024-02-09 23:25:03
4711,379,Prawn Skewers,A popular Indian dish.,241,Appetizers,True,Non-Veg,2022-06-19 00:30:42,2024-06-14 04:07:11
4712,379,Samosa,Delicious and authentic Samosa.,105,Appetizers,True,Veg,2022-12-17 16:55:32,2024-04-27 00:25:28
4713,379,Kulfi,A must-try Kulfi from India.,106,Desserts,True,Veg,2022-05-06 05:33:44,2024-11-04 07:54:11
4714,379,Coconut Water,Classic Coconut Water with a twist.,416,Beverages,True,Veg,2023-01-25 12:59:59,2024-10-18 04:35:45
4715,379,Chicken Wings,Delicious and authentic Chicken Wings.,160,Appetizers,True,Non-Veg,2022-04-15 12:21:58,2023-07-18 20:33:51
4716,379,Dabeli,Classic Dabeli with a twist.,377,Snacks,True,Veg,2023-08-04 23:01:27,2024-03-30 18:52:34
4717,379,Fish Fry,Traditional Indian Fish Fry with rich flavors.,376,Appetizers,True,Non-Veg,2024-02-04 05:43:35,2024-08-10 07:03:20
4718,379,Aloo Tikki,Delicious and authentic Aloo Tikki.,228,Appetizers,True,Veg,2022-12-22 16:58:22,2025-01-09 08:27:28
